ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
f127b428-127c-4f15-adce-eee1d757feeb,1991,Graduation,Single,128282.54353572364,0,2,2022-11-21,124,0,496,60,559,407,153,68,10,1,1,0,0,1,0,8,0,1,24
c8b3e24d-66f7-4c42-9760-41527a3902f6,1976,Graduation,Together,13258.07100301562,0,2,2021-08-18,15,1,699,60,671,334,133,81,9,1,1,1,1,0,1,10,9,8,4
4efe5cb7-365d-4d8b-b49a-33780015fd1f,1991,PhD,Divorced,124025.58756245101,0,1,2020-06-04,64,1,394,27,824,21,3,89,12,0,1,0,1,1,1,3,1,1,7
2da1968e-446e-4dbc-9a83-3031999630bf,1980,Basic,Together,49459.66846827599,1,1,2023-01-14,25,0,702,42,117,29,107,83,2,1,1,1,1,0,0,1,5,6,15
6fe1e091-5526-4baf-80fd-b173f11cb200,1984,2n Cycle,Widow,26543.075867031876,1,2,2023-06-11,24,1,307,168,611,190,114,40,2,1,0,1,0,1,1,5,7,11,21
22e587d9-5c78-4ad8-aa3a-215cb5b11335,1993,Basic,Single,107543.20315098109,1,2,2021-09-02,12,0,182,85,379,259,28,48,2,1,0,1,1,0,0,13,12,0,2
437d25cb-3b48-4ce8-afd8-72556a8a6a5f,1932,Graduation,Widow,98051.99854918376,1,1,2023-11-11,18,0,628,176,928,204,58,90,5,1,1,0,0,1,1,0,2,11,23
eab8cfb5-094d-47a5-8fdf-49fe357daa4d,1980,PhD,Divorced,132846.08189378743,1,1,2023-04-07,15,1,509,16,919,58,124,48,13,1,1,0,1,0,1,17,10,6,11
7b13b615-5154-430e-bd4f-a930ab982ec6,1936,2n Cycle,Divorced,112909.946132544,0,0,2022-01-19,27,1,545,97,678,470,97,75,7,1,1,0,1,1,0,6,14,4,24
b2ffd8cc-4d2f-4188-819d-c5cc876daa64,1950,Basic,Widow,122487.3302538788,0,0,2023-12-07,72,1,623,197,289,263,16,70,10,1,1,0,0,0,0,0,8,7,7
13138962-8663-4311-8677-1aa192448414,2002,Master,Widow,49484.84015998291,1,1,2021-08-11,60,0,593,97,439,465,106,2,6,0,1,1,1,1,0,0,14,3,12
b4a7ea3e-df3e-4311-944e-fb01a03916f9,1968,Graduation,Divorced,34841.53612916119,0,2,2022-08-27,145,0,743,64,667,11,42,9,13,0,1,0,0,1,0,0,11,14,3
1c21b51b-9d5e-4251-8859-fcfd79313116,1947,Master,Single,115086.06522972017,1,2,2021-06-01,93,1,1250,4,932,118,79,97,3,1,1,0,0,1,0,3,8,11,13
d59ed962-019c-46b9-8de0-31c0ea6623c0,1933,Graduation,Together,122956.86349741695,1,2,2023-05-11,53,1,1459,1,6,414,193,88,10,0,1,1,1,0,1,3,1,14,13
58d3418a-d3cc-46bb-b8f6-6fe986de655a,1989,Master,Divorced,148670.71988009426,0,2,2022-02-26,8,1,1445,21,195,461,161,34,11,0,0,1,1,0,1,17,7,9,12
345ab026-3320-4e97-83f6-939b6b84c318,1943,2n Cycle,Widow,67766.4747675997,0,0,2023-07-31,79,1,553,111,420,289,7,79,3,1,0,0,1,0,0,10,9,6,26
16a07ea8-ce4b-40c3-9291-f913acf86c4a,1938,Graduation,Married,62082.53201098964,0,1,2023-02-12,27,0,20,56,567,337,140,1,10,0,0,1,1,1,0,0,10,5,5
401c21c7-02ab-4533-b293-e7b463393301,1982,Master,Together,118697.81450387956,1,2,2021-11-22,50,1,553,65,832,247,105,23,9,1,1,0,0,0,0,9,11,4,16
ca7303cc-ff36-4e86-8dba-d3cf8404e6af,1931,2n Cycle,Married,57712.4956354225,0,0,2020-01-18,131,0,396,97,192,353,7,73,14,1,1,1,0,1,1,8,4,3,3
2ac3731a-d6e4-419f-95f9-d9bf39813f83,1989,2n Cycle,Divorced,140306.02558449906,1,2,2020-08-02,93,0,624,143,558,126,95,37,10,1,1,0,1,0,0,3,3,14,7
8ee53bfd-39b4-4d74-863b-03b4190d05ca,2000,Basic,Married,130177.78525802166,1,1,2022-04-07,24,1,104,124,147,74,93,21,10,1,0,0,0,0,0,5,9,6,16
1fe62973-4f4b-46a2-91fe-b7d3b5b806d3,1973,2n Cycle,Married,70059.16383250257,1,0,2020-07-28,60,1,191,166,786,360,64,25,13,1,1,0,0,0,1,15,4,11,2
4336704e-7b58-4cef-a44c-a2921cbc18a9,1937,Basic,Divorced,115121.94949080964,0,1,2022-11-28,122,1,16,85,668,203,170,42,10,0,0,0,1,0,1,1,3,4,16
2e0b8805-cc61-4999-b788-012d312839b0,1976,Basic,Married,115636.00237185553,0,1,2023-07-04,131,0,1143,75,201,48,38,54,1,1,1,0,0,1,1,17,7,4,8
fd47b175-4a21-4eb2-b7e2-53ff3135e3c4,1964,Basic,Single,24437.341637030564,1,0,2022-05-01,148,1,392,293,443,78,80,38,13,0,0,1,0,0,1,9,3,14,1
12035fc5-3bf3-4ff1-a9a1-3610191b75ad,1965,Basic,Widow,136357.40693513933,0,0,2020-06-21,46,1,424,58,913,440,186,90,0,1,0,0,1,0,0,16,12,0,24
5d3089c3-855b-4218-9d3f-84940d9a3ccb,1979,Master,Married,80735.3321427,0,0,2022-05-09,15,0,128,137,987,478,83,28,8,1,0,0,0,1,1,12,9,1,12
eec33539-507e-4a07-9f30-05a4ecf547a9,1933,Graduation,Married,125704.04525508382,0,0,2021-06-08,17,1,1153,98,418,240,87,19,11,1,1,0,1,1,1,17,11,4,19
e69fae8f-f610-4c6b-bbd4-2621ea56934e,1931,PhD,Together,54806.94414428565,1,0,2023-11-04,126,0,571,191,426,348,85,90,14,0,0,0,0,0,0,12,12,12,1
4a41d23a-8c31-40e9-9668-efdd63e92db0,1935,2n Cycle,Married,135373.25198946806,1,0,2021-06-18,84,1,28,242,478,153,92,40,11,1,1,0,1,0,0,16,13,2,19
3f3cdd9e-18ee-498e-9423-cad82ba6d171,1983,PhD,Divorced,64488.235022782836,0,0,2023-04-08,9,0,1120,48,474,273,85,53,1,1,1,1,0,1,0,4,5,13,27
bc7a4fb0-15e3-4c27-9575-f4f7cedd0eff,1933,Basic,Together,11517.27120724177,1,2,2020-02-16,63,1,1033,31,125,95,43,19,12,1,1,1,0,1,1,10,1,12,10
4a5a890e-2bc2-42c7-920b-c75d15203a03,1983,PhD,Divorced,136753.4766986969,0,1,2022-03-22,117,1,241,276,394,213,136,18,7,1,1,0,1,1,0,6,4,1,26
5144f272-301e-4492-9c3e-1b206d743c5e,1992,PhD,Single,22780.1347500587,0,0,2023-07-29,130,0,231,19,816,293,164,83,14,0,1,1,1,0,1,9,5,13,25
ed870091-7e9e-41d8-ba7d-7004fbf79f7b,1947,Basic,Divorced,54703.90926265808,0,2,2020-05-26,88,0,788,153,880,208,73,98,8,1,0,0,1,0,1,16,4,13,21
14f6eb2f-3d71-48d2-a175-a4276aa9e90c,1973,2n Cycle,Divorced,143008.6753871127,0,2,2021-04-03,72,1,1307,67,805,342,35,65,3,0,1,1,1,0,1,14,11,3,14
412c554f-aecb-4252-947b-6faf95ce74f7,1963,Master,Divorced,143085.00057125784,1,2,2022-01-31,139,0,714,213,575,87,100,29,7,1,1,1,0,1,0,17,1,3,10
d3ee502b-6646-4dc4-9b26-6192544a329c,2003,Master,Widow,90281.30433726005,1,1,2021-03-02,64,0,758,142,324,305,155,52,8,0,1,0,0,1,1,18,13,3,22
50bf4a9c-b53a-4d46-9aa9-b38a93fea8bf,1991,PhD,Widow,98457.20970377189,1,0,2023-08-12,72,0,801,231,391,263,169,33,9,0,1,1,0,1,0,1,6,3,2
ddee5fc5-2af2-4b7c-8007-ef0bae6cfef7,1943,2n Cycle,Single,72782.37307696477,0,2,2021-12-09,21,0,775,212,929,424,170,21,9,1,1,1,1,0,0,3,3,2,2
c0afd3fc-fdb4-46ce-8789-07f5c4af031a,1977,Graduation,Single,51049.508037729036,0,1,2021-07-15,18,1,725,78,687,389,169,66,4,1,0,0,0,1,0,2,7,12,27
5b8a08cf-569b-476d-b23c-3d13257d633e,1944,Graduation,Married,56013.036351788236,0,1,2020-07-02,64,1,199,213,627,324,103,5,12,0,0,0,0,0,1,6,6,11,25
fe2db55a-9b89-4d38-b1d7-cb1e5213a709,2001,Basic,Single,104152.58385078538,1,1,2022-02-26,82,0,944,115,439,427,65,78,13,1,1,1,1,1,1,17,6,6,11
16ec44e3-083f-49b5-a3e7-6651daea7ce1,1991,Graduation,Divorced,115332.4341212752,0,2,2020-02-27,110,0,78,91,203,376,54,26,6,1,0,1,1,0,1,9,8,8,23
1e80b242-a626-4f1f-bac5-8903cec9342c,1969,2n Cycle,Single,120821.06612161879,1,0,2021-04-21,95,0,955,269,485,319,199,9,9,1,0,1,0,0,0,6,0,11,4
64e8d7ca-c30d-4775-8d95-14f216ad2ccd,1982,2n Cycle,Married,120546.53999123754,1,2,2021-10-17,32,0,855,167,832,156,175,72,3,0,1,0,1,1,1,7,9,4,19
74a4f229-7f53-469b-b867-8f8594e9e366,1953,Basic,Married,22768.85442681665,1,2,2022-12-21,11,1,1196,57,30,155,90,96,0,1,0,1,0,0,1,5,5,3,6
91a1b202-069f-4fcc-970c-09e73b9a6ac8,1955,PhD,Single,79218.8426583614,1,0,2023-04-16,45,1,466,283,387,138,21,95,2,1,1,1,0,1,1,0,5,10,6
fa55fe6d-11ef-404b-ad0e-75ceb6b918ab,1989,Basic,Married,18058.226402330198,1,0,2021-09-05,33,0,580,25,624,120,100,47,4,1,0,1,1,0,1,3,5,1,12
0ebbda81-9f8c-45d2-aa12-6f4e670485cd,1970,Basic,Together,86934.04352532298,1,0,2023-07-02,102,0,1439,65,876,64,154,69,2,0,0,0,0,1,1,13,12,1,8
803ab381-ebfe-45b0-bc01-b46a4205acd0,1958,Master,Single,71814.27019227279,0,1,2023-09-05,136,0,939,247,433,106,120,58,11,1,0,0,1,1,0,16,11,4,24
2888f23c-41c1-433a-82f3-7c12106d0b6f,1944,Basic,Together,134278.58558616196,0,0,2020-11-28,11,1,448,253,836,146,92,99,12,0,1,0,1,0,0,19,5,6,20
e7f49890-4d99-465b-944e-d7ecd653306a,1974,2n Cycle,Single,59128.10175729101,1,2,2021-08-13,88,0,86,43,925,136,194,58,10,1,0,0,0,1,0,17,11,9,12
c432c00e-f2d4-422b-a992-ff97b62b460e,1994,Master,Divorced,26389.38229986482,1,0,2020-04-11,41,1,100,96,375,410,107,1,6,0,0,1,0,0,0,10,9,9,11
ef8c56e3-b785-4a90-a336-e4f159d9e234,2000,Master,Divorced,30018.83548739702,0,2,2021-10-01,145,0,1031,41,343,161,140,28,11,1,1,0,0,1,1,13,6,8,12
9a4a4f7d-1eb5-428a-aa51-b76cafdf1c80,1938,Graduation,Married,116611.48844044612,1,1,2021-04-19,76,1,844,226,442,427,172,67,8,1,1,1,1,1,0,8,13,12,23
65a1b0d4-9702-49ee-9198-40d4ddf6a362,1930,PhD,Widow,96550.52886427655,1,2,2020-11-20,121,0,1223,261,578,451,9,64,14,0,0,1,0,1,1,14,9,6,9
59d96ed5-e393-4f3d-ac72-4814f173445e,1937,Basic,Widow,24157.174657190633,0,2,2021-09-29,46,1,86,166,74,99,8,82,11,0,1,1,1,1,0,11,5,4,0
cd4f595a-e5af-40df-9325-4554fde1c679,1992,Graduation,Together,21774.95285609964,1,0,2022-10-25,80,0,42,278,556,337,181,25,5,0,0,1,1,0,0,9,0,9,24
0776f603-760a-4554-90d2-a49ff2986487,1940,2n Cycle,Together,108135.6784042768,1,0,2020-07-02,54,0,1408,88,771,398,154,88,12,1,0,0,0,1,0,18,2,9,7
35583eac-0aab-499a-83f2-6f211956632f,1937,Graduation,Together,20186.820890987095,1,2,2021-09-21,86,0,1458,177,665,306,33,9,9,1,1,0,1,1,1,18,1,9,21
02b754a2-f253-4af9-8a3b-eecd3f13120e,1964,PhD,Widow,125060.40830064987,0,0,2023-11-25,92,1,407,196,154,140,128,52,0,1,1,0,0,0,1,5,5,5,15
c984beb9-11a4-4241-94c3-b23c25055d1a,1964,2n Cycle,Single,108873.91180190947,0,1,2022-05-17,148,0,663,266,429,82,159,78,6,1,1,0,0,0,0,19,7,10,12
04c2fb36-1ded-4b0e-88f0-9bd1dd64f6e6,1962,Basic,Widow,21388.829289865967,0,1,2021-12-11,97,1,1040,267,362,176,88,58,14,0,0,0,0,0,1,5,2,11,2
e9d856fa-b5c2-4af2-b42c-6912c4254f20,1934,Basic,Divorced,21877.279971926866,1,0,2020-05-01,2,1,147,73,447,197,92,21,2,1,1,1,0,0,0,7,9,2,2
afcb8e8d-0f4d-4a9f-a346-d863821f0aae,1970,Basic,Married,148129.54099016456,1,1,2020-10-06,33,0,276,7,986,111,70,50,4,1,0,0,0,0,0,0,7,4,23
67530c7f-01ee-401d-bb53-23cf5a82aeda,1957,Basic,Single,62397.911405856845,0,0,2023-02-19,77,0,231,296,233,55,66,47,9,1,1,0,0,0,0,16,7,7,4
c625e091-23eb-478f-8251-52b764bfec9a,1936,Graduation,Widow,61889.900589364726,1,2,2020-01-28,116,0,365,163,562,459,147,20,3,1,0,0,0,1,1,16,4,0,25
86fd10dd-0dd9-4cba-9f8d-708a5c111f1a,2002,Basic,Together,123791.93941605036,1,2,2022-10-10,103,1,1251,84,817,178,116,21,9,1,1,0,1,0,0,14,7,11,10
f4e72f58-af91-47bb-9326-52f5ee186dec,2001,Graduation,Married,142614.8008337402,1,1,2022-07-23,103,0,435,71,261,420,93,99,4,1,0,1,0,1,0,6,5,0,29
c7656a80-f219-4b71-8b37-3e9311a68c1b,1941,Graduation,Single,148040.14893520193,1,0,2021-11-26,90,1,398,54,826,400,162,97,4,1,1,1,1,0,0,18,4,6,6
e48cc602-213c-4a6c-9e8e-9c5fff6715ae,1963,Graduation,Single,115472.94593625182,1,0,2020-01-05,122,1,1234,46,124,185,98,29,5,0,0,1,1,1,1,2,8,13,20
3eee0524-8e91-4462-a5bc-1fc85bf7dd72,1962,Basic,Divorced,62676.34197432821,0,1,2023-09-08,143,0,1414,237,910,470,112,24,13,1,1,1,1,1,0,10,13,4,23
442d6ddd-b258-4091-b352-a00c43d743cc,1977,Graduation,Together,21690.100337813627,1,2,2022-11-03,106,0,498,103,244,217,102,27,9,1,1,1,0,1,1,19,6,13,9
23b211f9-04ee-45e5-ac59-583937cf8258,1952,Graduation,Divorced,118800.56822984116,0,1,2023-09-03,119,0,539,209,541,412,90,64,11,1,0,0,1,0,0,18,7,4,9
750f6f10-6392-49db-9659-d823cec29df3,1991,PhD,Single,88176.5949630127,1,2,2023-10-07,49,0,562,41,937,416,89,44,9,1,1,1,1,0,1,8,0,0,19
c3a015d7-0340-489d-b4d2-56da8248cc17,1966,2n Cycle,Married,69391.08129457668,0,0,2021-11-30,104,0,441,267,484,315,16,67,12,0,0,1,0,0,0,9,10,8,1
3e4140ac-dc22-43f7-a314-55f73134e7ab,1973,2n Cycle,Together,136889.61391326302,1,2,2022-08-05,61,0,1284,262,121,474,17,6,12,0,0,1,0,0,0,1,1,0,2
8b176373-371e-43c0-b364-493289cbcc9a,1964,2n Cycle,Together,25567.64752286119,0,1,2021-01-22,123,1,772,258,124,216,172,48,10,0,1,0,1,1,1,0,7,4,7
72f9b839-d387-4176-8d0a-26c665aedb57,1994,Master,Together,78967.51460072029,1,0,2022-04-07,134,1,349,282,548,119,115,8,5,0,0,0,0,0,1,15,11,9,10
8af154d1-6b29-48a4-943e-b855a1e66d56,1976,Basic,Widow,11589.510267438669,0,1,2022-07-01,9,1,1375,113,169,438,92,35,7,0,1,1,0,1,0,17,8,8,12
6fe5beb8-3a0f-430e-b203-aadd151a8330,1932,PhD,Single,75612.48987917768,1,1,2020-01-14,6,0,519,39,123,393,180,82,7,0,1,0,0,1,1,16,3,13,6
a055947a-bdfe-4464-b90d-741512d8ff38,1930,2n Cycle,Married,17882.45859545723,0,2,2020-11-15,73,1,1343,219,868,174,90,0,10,1,0,0,0,0,0,5,11,14,12
26de2d6b-5979-45da-837f-f0d6b87ca04f,1934,Graduation,Married,26634.50827753007,1,1,2023-08-01,103,1,137,128,34,22,81,9,8,0,1,1,1,0,0,13,9,3,1
ab561b11-9fc4-4032-b0cf-9eee8f62796a,1943,Master,Married,26453.674548794683,0,2,2023-01-02,41,1,991,7,86,212,67,35,7,0,0,0,0,0,0,14,10,12,5
0e75c4fd-b4c7-4a2f-9141-25e3592da591,1956,Graduation,Together,100889.4422962489,0,0,2023-04-08,114,1,367,100,645,404,192,72,12,1,0,0,0,1,1,13,9,7,8
48b009b6-01c0-49f3-ba26-6c4c1c1ec32f,1938,2n Cycle,Single,114446.28309715926,1,2,2021-11-25,8,1,1243,175,707,234,113,45,10,0,1,0,0,0,0,2,13,5,19
bd72c7ad-e188-47e5-afb8-0d70400a11e4,1944,Basic,Together,91671.62711360234,1,0,2023-11-02,72,0,1360,106,785,12,0,31,1,1,1,1,1,1,1,18,8,10,24
e164036e-be90-4355-b80d-5aedec2a37c5,1971,Basic,Single,144704.15678643587,0,2,2020-11-04,92,0,1246,100,200,100,57,31,13,1,0,1,1,0,0,11,3,14,1
525c3ffc-0ec0-466d-a780-f4fd536e5e02,1980,Graduation,Widow,62481.881133318566,1,1,2021-04-25,62,1,359,259,368,416,153,5,13,0,0,1,0,1,1,1,9,2,17
4836fbc8-e128-417e-943f-2ef993429e2b,1992,PhD,Divorced,49999.6920794605,0,2,2020-03-23,84,1,920,245,796,23,108,47,11,1,1,0,0,0,1,2,9,3,15
3f249d04-1d9a-41e3-bacd-2372e57a90e6,1981,Master,Married,131603.87794652444,0,2,2021-10-18,62,1,328,274,76,363,147,37,9,0,1,1,1,0,0,17,9,1,24
799bcc94-e695-47e9-965d-78c0232086ca,1933,Master,Single,41303.417392723364,0,0,2021-03-24,111,0,961,31,58,10,115,16,11,0,1,0,0,1,1,0,8,0,11
ea2f93d2-1da2-40c4-a904-6ffcf21eeba6,1952,Master,Widow,144851.15552168558,1,1,2023-01-06,127,0,462,136,430,272,86,73,10,1,1,0,0,0,0,19,10,12,6
147dfcf2-3002-468b-baf3-fa2c7f23884e,1944,Master,Divorced,11701.626456574288,0,2,2023-12-06,7,1,945,11,637,451,9,26,14,1,0,0,1,0,0,5,6,13,6
7a797e62-cb5f-48c5-bbdb-e073bf169e99,1972,Basic,Together,145783.03573906946,0,1,2023-02-03,84,0,962,15,499,430,58,53,0,0,1,1,0,0,0,4,1,7,16
5bcf39cd-925b-4880-8001-238a1fd6ecb9,1958,Graduation,Single,16042.387673080655,1,2,2022-07-02,132,0,1405,128,912,280,40,49,9,1,0,1,0,0,0,0,8,0,12
f45d0698-9f19-4071-be3e-31c189f4360d,1965,2n Cycle,Together,134760.03591772995,1,2,2022-03-02,134,1,835,62,108,93,104,34,1,1,0,1,1,0,0,18,3,13,10
bab8ebae-19bb-4a2a-a19b-2c88f0ce6182,1942,PhD,Divorced,83878.15527208197,1,1,2020-06-05,58,0,168,108,735,200,132,84,1,0,1,1,1,0,1,0,7,12,5
59058cab-9263-4635-ab5a-86467d02eaac,1961,Master,Married,149015.07145670205,1,2,2020-09-22,22,0,216,20,277,20,121,24,11,0,0,0,0,0,0,15,13,10,28
7edfd12b-1cf4-4951-be86-877eec7fb122,2000,Master,Widow,20331.519062955842,0,1,2022-12-06,127,1,377,157,67,339,192,27,2,1,1,1,1,1,1,11,6,0,22
860b9d84-c225-4f0a-b629-b0210cd62e1a,1988,Graduation,Divorced,87539.59981618491,0,2,2020-08-15,3,0,118,268,68,466,144,14,9,0,0,0,0,1,1,7,12,3,26
e3844f4c-541f-4cc5-a1ff-1fe57535db1d,1957,Basic,Married,145702.35498667386,0,0,2023-07-28,127,0,189,161,164,210,21,3,6,0,1,1,0,0,0,15,14,9,13
98f2c900-0a4d-40e5-88f7-e473a95e6a8c,1995,Basic,Widow,83233.69818382083,0,1,2020-05-04,41,1,766,259,488,139,97,92,1,0,0,1,0,0,1,0,6,11,5
7f1355a0-a53e-428f-b985-8c12a5c6cb2e,1971,PhD,Divorced,98115.80933893676,1,2,2020-04-24,106,0,369,101,304,292,168,72,13,0,0,1,1,0,0,3,7,9,5
f6395575-ca1b-434c-ba55-a18af6cacc64,1974,Graduation,Widow,107404.8164578464,0,2,2023-04-02,14,0,148,222,908,297,67,26,0,0,1,0,1,1,1,9,0,14,1
16c81f1a-c1e4-4e6a-ad6c-6ac9ccc7e233,1991,Graduation,Divorced,73635.74906748824,0,0,2021-07-31,12,1,651,58,673,400,196,25,13,0,1,0,0,1,1,10,4,5,21
32ee82ff-b982-4048-b277-e47248f5804d,1986,Master,Single,97858.13121176888,1,1,2021-04-27,87,1,769,246,364,100,138,18,5,0,0,0,0,0,1,16,1,8,19
5634ce87-4f8f-4c66-91db-784548a2aaec,1935,Master,Single,91804.00366923404,0,2,2020-08-01,12,1,373,127,853,303,55,91,8,1,0,0,1,1,0,6,1,0,24
295f3716-9b35-4128-87ae-0e0dd6f82720,1957,Master,Divorced,136162.12146873848,0,0,2021-04-10,141,0,780,282,820,358,178,16,14,0,1,0,1,0,1,11,14,6,14
adf35f46-dab3-4875-95e5-7b320a8051f2,1957,Master,Married,16362.493247804101,0,2,2020-03-13,25,1,159,24,378,27,148,42,2,1,0,1,1,0,0,6,0,9,27
ef22636c-d74a-40e8-b370-3355cdd0737c,1973,PhD,Single,49334.846542912244,0,1,2023-10-18,45,0,350,130,342,40,98,40,5,1,1,0,0,0,1,11,4,10,16
23f17730-d9eb-440c-b27e-6bb7c05dd228,1959,Graduation,Single,143057.60777071823,0,2,2022-10-10,122,1,1311,195,946,354,75,41,2,1,0,0,1,0,1,14,1,4,28
24ce682e-36b7-4112-a561-9f76b3b0810b,1991,Master,Widow,134636.9297447283,0,2,2020-11-01,147,0,1311,280,898,302,25,49,13,0,1,0,1,1,1,1,3,11,7
569467bc-6908-4d6f-af11-f1babc15764c,2004,Master,Divorced,73791.9453899998,1,2,2022-09-14,55,1,891,153,553,495,114,83,12,0,0,0,0,1,1,13,2,14,4
